cluster_name,New (1-3),Growing (4-10),Regular (11-30),Veteran (31+)
Giỏ hàng Lớn - Cuối tuần,10.190346083788707,10.370976849237719,10.211855670103093,10.566878980891719
Mới nổi - Giỏ hàng nhỏ,10.005694400506169,9.820747520976354,9.991747936984247,9.783928571428572
Phổ thông - Ổn định,10.03162674181932,10.126534820508013,10.205488621151272,10.187285223367697
Trung thành Kỳ cựu,10.056821829855538,10.140493018445095,10.23038166015871,10.42401096748923
Đang hình thành thói quen,9.903522205206738,9.959272201470057,10.041882109617374,10.28567415730337
